,UID,ANS
2605,2831,"[[50], [50, 29, 53, 19, 21, 61, 33, 52, 23, 5]]"
2606,18444,"[[80], [80, 72, 34, 79, 81, 52, 51, 82, 98, 25]]"
2607,2084,"[[10], [10, 63, 67, 32, 69, 57, 50, 46, 59, 24]]"
2608,10769,"[[62], [62, 44, 68, 49, 53, 24, 42, 34, 20, 30]]"
2609,9600,"[[86], [86, 82, 85, 27, 55, 81, 70, 87, 28, 31]]"
2610,6180,"[[27], [27, 61, 5, 35, 66, 42, 39, 34]]"
2611,15493,"[[97], [97, 90, 88, 96, 15, 84, 54, 55, 99, 23]]"
2612,21763,"[[32], [32, 49, 88, 28, 90, 20, 7, 64, 99, 60]]"
2613,7089,"[[76], [76, 89, 42, 100, 14, 50, 77, 45, 25, 11]]"
2614,486,"[[27], [27, 21, 42, 56, 1, 12, 70, 17, 28, 51]]"
2615,14474,"[[50], [50, 29, 68, 35, 66, 12, 14, 63, 93, 97]]"
2616,22824,"[[35], [35, 53, 22, 46, 56, 11, 61, 38, 34, 49]]"
2617,14570,"[[8], [8, 50, 15, 35, 54, 16, 28, 70, 21, 14]]"
2618,14203,"[[35], [35, 56, 8, 42, 20, 17]]"
2619,1668,"[[96], [96, 95, 76, 35, 66, 73, 97, 54, 1, 77]]"
2620,3491,"[[36], [36, 69, 27, 35, 76, 29, 90, 63, 7, 81]]"
2621,12118,"[[9], [9, 85, 97, 92, 16, 76, 41, 23, 4, 73]]"
2622,22185,"[[53], [53, 66, 36, 29, 56, 26, 39, 17, 30, 23]]"
2623,5924,"[[6], [6, 63, 69, 54, 11, 53, 31, 23, 59, 55]]"
2624,1524,"[[54], [54, 35, 53, 28, 39, 38, 34, 23, 3, 13]]"
2625,9209,"[[35], [35, 32, 49, 66, 6, 25, 20, 82, 17, 63]]"
2626,20254,"[[88], [88, 87, 81, 53, 91, 31, 49, 11, 79, 21]]"
2627,11129,"[[29], [29, 36, 46, 69, 68, 48, 8, 52, 23, 86]]"
2628,15434,"[[27], [27, 18, 13, 66, 19, 57, 31, 64, 48, 9]]"
2629,5358,"[[62], [62, 31, 54, 35, 26, 39, 45, 34, 20, 51]]"
2630,19342,"[[65], [65, 27, 55, 22, 45, 11, 38, 41, 40, 23]]"
2631,3272,"[[53], [53, 35, 66, 28, 65, 42, 26, 5, 18, 3]]"
2632,12664,"[[50], [50, 29, 17, 36, 10, 21, 16, 66, 18, 27]]"
2633,13503,"[[73], [73, 78, 6, 100, 82, 62, 42, 92, 98, 69]]"
2634,18571,"[[36], [36, 32, 34, 45, 49, 81, 85, 72, 55, 4]]"
2635,12689,"[[11], [11, 21, 62, 53, 12, 7, 19, 20, 46, 13]]"
2636,16376,"[[46], [46, 65, 48, 66, 14, 39, 54, 45, 6, 51]]"
2637,2444,"[[42], [42, 54, 76, 26, 80, 32, 98, 47, 68, 25]]"
2638,16999,"[[43], [43, 62, 61, 57, 64, 59, 63, 12, 22]]"
2639,2743,"[[49], [49, 69, 46, 21, 38, 12, 28, 1, 34, 84]]"
2640,15442,"[[61], [61, 11, 53, 21, 34, 99, 7]]"
2641,1643,"[[72], [72, 76, 98, 74, 86, 90, 50, 65, 20, 54]]"
2642,4748,"[[50], [50, 42, 32, 27, 54, 69, 46, 48, 38, 51]]"
2643,12782,"[[67], [67, 28, 22, 21, 31, 1, 14, 45, 51, 4]]"
2644,1398,"[[29], [29, 36, 61, 54, 32, 22, 25, 55, 93, 63]]"
2645,17356,"[[32], [32, 50, 68, 66, 29, 56, 6, 26, 28, 48]]"
2646,9808,"[[36], [36, 69, 32, 31, 34, 54, 5, 11, 1, 51]]"
2647,538,"[[2], [2, 46, 49, 61, 28, 53, 43, 6, 65, 67]]"
2648,16884,"[[66], [66, 68, 14, 25, 39, 5, 8, 13, 19, 40]]"
2649,13818,"[[35], [35, 32, 66, 54, 31, 2, 40, 41, 55, 43]]"
2650,20967,"[[50], [50, 36, 66, 69, 17]]"
2651,17413,"[[46], [46, 35, 36, 69, 12, 29, 66, 31, 45, 40]]"
2652,445,"[[62], [62, 28, 61, 56, 29, 36, 25, 52, 40, 38]]"
2653,10932,"[[61], [61, 69, 12, 65, 36, 22, 79, 25, 52, 9]]"
2654,10936,"[[88], [88, 11, 98, 18, 65, 56, 14, 15, 54, 17]]"
2655,17685,"[[53], [53, 48, 31, 11, 56, 10, 19, 65, 39, 42]]"
2656,9355,"[[31], [31, 100, 50, 66, 45, 75, 81, 35, 39, 5]]"
2657,12948,"[[50], [50, 62, 54, 49, 31, 47, 48, 8, 13]]"
2658,22243,"[[27], [27, 26, 57, 20]]"
2659,12581,"[[36], [36, 29, 92, 93, 77, 5, 12, 46, 82, 90]]"
2660,9764,"[[91], [91, 93, 94, 76, 87, 92, 100, 54, 65, 68]]"
2661,2388,"[[94], [94, 93, 97, 96, 56, 80, 79, 75, 6, 18]]"
2662,5770,"[[65], [65, 50, 56, 10, 70, 26, 46, 39, 25, 44]]"
2663,9388,"[[23], [23, 24, 99, 30, 64, 66, 45, 37, 11, 34]]"
2664,20819,"[[73], [73, 100, 43, 14, 55, 24, 83, 61, 98, 66]]"
2665,14727,"[[73], [73, 72, 31, 93, 81, 65, 12, 32, 47, 75]]"
2666,2021,"[[50], [50, 32, 47, 31, 48, 8, 18, 20, 13]]"
2667,13204,"[[29], [29, 36, 97, 68, 11, 47, 48, 61, 21, 66]]"
2668,1569,"[[27], [27, 54, 76, 42, 19, 16]]"
2669,5655,"[[68], [68, 49, 54, 36, 47, 1, 65, 27, 63, 70]]"
2670,18664,"[[35], [35, 65, 56, 26, 12, 22, 16]]"
2671,10883,"[[90], [90, 78, 77, 68, 93, 92, 63, 99, 33, 43]]"
2672,18426,"[[50], [50, 35, 65, 66, 60, 7, 8, 34, 17, 44]]"
2673,16335,"[[50], [50, 35, 31, 65, 66, 26, 83, 48, 91, 78]]"
2674,16320,"[[36], [36, 53, 31, 49, 62, 66, 48, 6, 2, 82]]"
2675,4354,"[[20], [20, 50, 91, 36, 75, 29, 39, 67, 27, 80]]"
2676,9710,"[[50], [50, 35, 6, 47, 78, 63, 91, 10, 4, 8]]"
2677,23838,"[[27], [27, 36, 29, 32, 46, 68, 6, 14, 8, 47]]"
2678,2755,"[[9], [9, 63, 64, 44, 86, 69, 25, 91, 3, 81]]"
2679,16995,"[[73], [73, 27, 77, 6, 52, 90, 19, 32, 66, 51]]"
2680,11311,"[[56], [56, 38, 32, 62, 66, 93, 35, 36, 83, 63]]"
2681,22337,"[[20], [20, 36, 87, 60, 91, 7, 6, 92, 69, 59]]"
2682,19760,"[[27], [27, 65, 3, 40, 5, 33, 32, 93, 7, 43]]"
2683,11817,"[[100], [100, 21, 98, 42, 24, 6, 72, 29, 33, 46]]"
2684,21141,"[[15], [15, 68, 47, 42, 61]]"
2685,16908,"[[44], [44, 36, 15, 35, 3, 22, 24, 18, 32, 31]]"
2686,11784,"[[32], [32, 66, 21, 34, 61, 12, 62, 11, 10, 8]]"
2687,815,"[[1], [1, 53, 54, 10, 3, 41, 47]]"
2688,11447,"[[38], [38, 57, 54, 23, 50, 68, 69, 26, 63, 8]]"
2689,22617,"[[11], [11, 36, 69, 39, 66, 5, 62]]"
2690,12388,"[[29], [29, 69, 68, 91, 40, 22, 95, 41, 30, 17]]"
2691,10042,"[[69], [69, 49, 62, 26, 46, 5, 96, 70, 91, 79]]"
2692,95,"[[89], [89, 35, 49, 1, 45, 65, 60, 82, 86, 70]]"
2693,16771,"[[50], [50, 69, 21, 47, 28, 12, 39, 41]]"
2694,18779,"[[11], [11, 39, 29, 45, 50, 20, 19, 16]]"
2695,3688,"[[65], [65, 50, 31, 56, 39, 6, 52, 48, 5, 41]]"
2696,9264,"[[8], [8, 50, 19, 32, 48, 31, 74]]"
2697,15601,"[[72], [72, 75, 19, 90, 50, 53, 70, 30, 10, 44]]"
2698,24426,"[[61], [61, 56, 8, 18, 38, 21, 42, 26, 80, 16]]"
2699,22216,"[[50], [50, 93, 32, 66, 31, 14, 61, 56, 40, 48]]"
2700,20771,"[[50], [50, 27, 72, 62, 61, 11, 92, 42, 1, 81]]"
2701,3080,"[[35], [35, 87, 22, 93, 60, 32, 82, 18, 27, 8]]"
2702,2482,"[[46], [46, 65, 68, 26, 45, 31, 88, 55, 40, 1]]"
2703,11174,"[[62], [62, 32, 10, 68, 36, 34, 87, 86, 3, 81]]"
2704,16830,"[[55], [55, 36, 61, 32, 21, 48, 99, 20, 22, 23]]"
2705,349,"[[11], [11, 36, 31, 43, 22, 34, 5, 69, 59, 39]]"
2706,14239,"[[50], [50, 42, 97, 92, 39, 22, 2, 3, 23, 18]]"
2707,7486,"[[50], [50, 69, 56, 21, 22, 39, 88, 5, 97, 98]]"
2708,8948,"[[66], [66, 6, 97, 69, 39, 81, 52, 13, 15]]"
2709,10021,"[[93], [93, 85, 47, 40, 77, 70, 59, 99, 6, 61]]"
2710,1903,"[[47], [47, 62, 32, 77, 72, 84, 83, 50, 29, 12]]"
2711,16399,"[[29], [29, 7, 62, 10, 2, 13, 65, 23, 28, 9]]"
2712,14227,"[[65], [65, 50, 36, 42, 62, 76, 14, 32, 88, 26]]"
2713,10143,"[[39], [39, 21, 11, 67, 73, 9, 31, 81, 80, 66]]"
2714,14636,"[[76], [76, 89, 54, 96, 62, 14, 68, 78, 36, 28]]"
2715,16698,"[[29], [29, 50, 69, 81, 15, 88, 49, 21, 96, 92]]"
2716,3901,"[[18], [18, 70, 15, 36, 61, 54, 42]]"
2717,12811,"[[36], [36, 61, 18, 3, 10, 23, 30, 1, 9, 37]]"
2718,3167,"[[36], [36, 49, 61, 46, 10, 11, 55, 48, 39, 67]]"
2719,18125,"[[95], [95, 23, 66, 36, 86, 9, 41, 35, 49, 56]]"
2720,7932,"[[38], [38, 23, 43, 67, 4, 39, 91, 95, 77, 62]]"
2721,21447,"[[16], [16, 15, 69, 20, 17, 26]]"
2722,14994,"[[38], [38, 29, 10, 26, 45, 25, 48, 91, 95, 68]]"
2723,13182,"[[42], [42, 12, 54, 53, 69, 47, 35, 49, 27, 32]]"
2724,17598,"[[68], [68, 65, 35, 46, 31, 26, 48, 70, 45, 37]]"
2725,21450,"[[8], [8, 27, 1, 53, 69, 65, 37, 2, 24, 17]]"
2726,22552,"[[50], [50, 36, 27, 1, 46, 78, 11, 80, 34, 100]]"
2727,4630,"[[36], [36, 66, 84, 72, 81, 88, 90, 98, 19, 99]]"
2728,23540,"[[21], [21, 65, 53, 35, 36, 42, 39, 11, 76, 51]]"
2729,14634,"[[50], [50, 55, 67, 69, 64, 61, 13, 7, 48, 19]]"
2730,7204,"[[16], [16, 32, 48, 49, 65, 46, 31, 21, 34, 42]]"
2731,3700,"[[32], [32, 11, 28, 48, 42, 29, 6, 27, 66, 65]]"
2732,4396,"[[98], [98, 76, 93, 12, 38, 97, 31, 53, 48, 80]]"
2733,23980,"[[36], [36, 21, 62, 66, 48, 61, 49, 68, 88, 85]]"
2734,3960,"[[87], [87, 77, 84, 50, 53, 32, 29, 14, 6, 1]]"
2735,7702,"[[42], [42, 65, 61, 49, 32, 51, 85, 2, 10, 17]]"
2736,5617,"[[7], [7, 27, 8, 20, 62, 61, 17, 41, 3, 2]]"
2737,12806,"[[62], [62, 54, 49, 31, 63, 19, 42, 77, 34, 9]]"
2738,790,"[[27], [27, 52, 65, 66, 14, 49, 29, 68, 28, 2]]"
2739,21734,"[[89], [89, 100, 66, 5, 68, 60, 97, 94, 23, 84]]"
2740,1142,"[[36], [36, 32, 66, 29, 65, 56, 14, 55, 19, 20]]"
2741,13975,"[[21], [21, 50, 49, 54, 32, 6, 91, 22, 12, 46]]"
2742,16303,"[[68], [68, 62, 27, 28, 66, 69, 65, 45, 12, 56]]"
2743,11620,"[[32], [32, 61, 19, 78, 56, 42, 40, 79, 17, 51]]"
2744,4281,"[[62], [62, 54, 53, 27, 47, 93, 10, 3, 94, 97]]"
2745,19217,"[[35], [35, 69, 54, 89, 94, 10, 18, 6, 90, 2]]"
2746,8452,"[[50], [50, 66, 42, 48, 12, 88, 40, 25, 13, 10]]"
2747,2022,"[[62], [62, 27, 66, 47, 56, 12, 5, 28, 16]]"
2748,2868,"[[9], [9, 67, 38, 89, 35, 24, 64, 68, 34, 57]]"
2749,12112,"[[36], [36, 40, 55, 66, 14, 49, 7, 42, 30, 13]]"
2750,19493,"[[35], [35, 32, 77, 76, 66, 19, 56, 14, 61, 92]]"
2751,19209,"[[94], [94, 53, 37, 27, 3, 55, 22, 23, 31, 57]]"
2752,19167,"[[29], [29, 49, 11, 27, 36, 62, 65, 66, 56, 12]]"
2753,4117,"[[29], [29, 36, 65, 89, 42, 54, 69, 22, 18, 49]]"
2754,24103,"[[50], [50, 8, 20, 82, 36, 37, 21, 65, 66, 56]]"
2755,6824,"[[29], [29, 49, 81, 7, 1, 56, 2, 48, 98, 83]]"
2756,7047,"[[27], [27, 32, 49, 14, 26, 39, 25, 100, 10, 85]]"
2757,6966,"[[50], [50, 32, 53, 62, 61, 21, 47, 12, 38, 28]]"
2758,18188,"[[95], [95, 86, 96, 3, 59, 58, 25, 84, 63, 34]]"
2759,19914,"[[5], [5, 87, 36, 32, 65, 53, 19, 21, 90, 4]]"
2760,1441,"[[26], [26, 36, 63, 40, 17, 31, 61, 59, 16]]"
2761,8173,"[[65], [65, 42, 26, 52, 54, 25, 45, 76, 48, 73]]"
2762,21,"[[27], [27, 49, 28, 7, 92, 39, 20, 16]]"
2763,4849,"[[60], [60, 1, 55, 38, 62, 27, 68, 50, 29, 48]]"
2764,3454,"[[28], [28, 35, 19, 23, 29, 34, 5, 59, 25, 43]]"
2765,8043,"[[29], [29, 32, 93, 56, 21, 11, 46, 10, 41, 23]]"
2766,21425,"[[36], [36, 27, 69, 62, 48, 46, 1, 38, 34, 59]]"
2767,11791,"[[54], [54, 68, 35, 28, 48, 27, 19, 11, 8, 15]]"
2768,23220,"[[65], [65, 54, 29, 35, 68, 11, 91, 34, 18, 45]]"
2769,17344,"[[68], [68, 18, 64, 27, 37, 6, 15, 12, 31, 34]]"
2770,13669,"[[36], [36, 54, 32, 26, 56, 27, 2, 11, 24, 45]]"
2771,17996,"[[50], [50, 49, 18, 8, 42, 6, 63, 45, 17, 98]]"
2772,6727,"[[6], [6, 32, 75, 35, 52, 63, 47, 43, 59, 9]]"
2773,5753,"[[29], [29, 19, 31, 14, 63, 94, 70, 17, 3, 60]]"
2774,23712,"[[8], [8, 32, 36, 10, 5, 11, 37, 61, 67, 19]]"
2775,6843,"[[50], [50, 32, 53, 66, 12, 47, 72, 97, 96, 40]]"
2776,12076,"[[47], [47, 42, 29, 55, 97, 19, 51, 86, 3, 13]]"
2777,16255,"[[35], [35, 18, 45, 39, 23, 16, 1, 4, 64]]"
2778,24331,"[[56], [56, 1, 54, 66, 44, 37, 24, 13, 7, 98]]"
2779,16859,"[[21], [21, 89, 14, 78, 3, 40, 67, 23, 38, 72]]"
2780,10718,"[[32], [32, 54, 47, 66, 45, 36, 60, 38]]"
2781,18176,"[[35], [35, 32, 29, 21, 26, 39, 70, 25, 63, 55]]"
2782,5292,"[[49], [49, 10, 19, 28, 29, 96, 44, 38, 22, 65]]"
2783,11748,"[[27], [27, 93, 61, 77, 32, 79, 30, 84, 9, 49]]"
2784,2384,"[[15], [15, 27, 46, 8, 7, 31, 62, 81, 69, 56]]"
2785,15961,"[[9], [9, 60, 91, 89, 76, 10, 44, 57, 73, 70]]"
2786,484,"[[75], [75, 29, 72, 21, 85, 98, 31, 39, 66, 7]]"
2787,21832,"[[29], [29, 81, 54, 49, 88, 72, 5, 91, 68, 10]]"
2788,16323,"[[89], [89, 95, 63, 68, 77, 48, 53, 2, 31, 19]]"
2789,2071,"[[29], [29, 28, 66, 98, 46, 41, 17, 30, 51, 38]]"
2790,22510,"[[31], [31, 35, 45, 2, 55, 56, 64, 23, 30, 92]]"
2791,14772,"[[32], [32, 47, 50, 41, 66, 64, 7, 43, 11, 38]]"
2792,1399,"[[65], [65, 61, 6, 21, 73, 93, 85, 91, 28, 4]]"
2793,9880,"[[50], [50, 100, 86, 76, 94, 9, 53, 14, 40, 4]]"
2794,12403,"[[50], [50, 35, 65, 68, 11, 19, 5, 9, 1, 67]]"
2795,7511,"[[76], [76, 42, 47, 49, 39, 81, 99, 66, 27, 46]]"
2796,19388,"[[53], [53, 62, 100, 19, 77, 36, 63, 15, 14, 20]]"
2797,20316,"[[50], [50, 69, 28, 23, 53, 47, 63, 96, 46, 6]]"
2798,20509,"[[50], [50, 35, 100, 80, 97, 54, 46, 66, 75, 6]]"
2799,12420,"[[78], [78, 72, 88, 98, 36, 100, 97, 84, 35, 8]]"
2800,19874,"[[50], [50, 27, 32, 19, 14, 54, 83, 61, 87, 70]]"
2801,21452,"[[39], [39, 61, 50, 29, 45, 84, 41, 5, 2, 13]]"
2802,16065,"[[18], [18, 36, 66, 88, 54, 25, 45, 94, 26, 86]]"
2803,23495,"[[49], [49, 35, 66, 69, 28, 93, 31, 83, 47, 97]]"
2804,24285,"[[42], [42, 21, 31, 26, 61, 53, 56, 30, 17, 10]]"
2805,24215,"[[7], [7, 69, 56, 49, 13, 23, 2, 16, 5, 11]]"
2806,3146,"[[9], [9, 47, 11, 72, 23, 25, 51, 96, 88, 99]]"
2807,17954,"[[31], [31, 53, 69, 68, 67, 21, 34, 28, 11, 87]]"
2808,11057,"[[78], [78, 96, 39, 45, 13, 30, 16, 2, 57]]"
2809,9883,"[[36], [36, 61, 21, 93, 26, 39, 12, 56, 25, 11]]"
2810,4073,"[[98], [98, 83, 81, 92, 85, 84, 49, 51, 68, 70]]"
2811,16786,"[[31], [31, 46, 1, 39, 22, 70, 51, 4]]"
2812,2192,"[[21], [21, 65, 49, 26, 29, 47, 62, 12, 66, 72]]"
2813,16568,"[[27], [27, 73, 53, 32, 79, 85, 93, 100, 62, 42]]"
2814,924,"[[10], [10, 56, 62, 53, 44, 37, 57, 3, 54, 60]]"
2815,22001,"[[35], [35, 11, 2, 3, 23, 30, 1, 48, 47, 9]]"
2816,16113,"[[1], [1, 27, 45, 6, 56, 17, 65, 23, 5, 61]]"
2817,1967,"[[47], [47, 42, 12, 26, 28, 19, 52, 20, 59, 33]]"
2818,6163,"[[35], [35, 29, 83, 97, 26, 90, 25, 84, 2, 16]]"
2819,1306,"[[61], [61, 32, 35, 42, 6, 11, 1, 12, 70, 47]]"
2820,3827,"[[49], [49, 66, 28, 6, 95, 70, 73, 63, 79, 40]]"
2821,9569,"[[29], [29, 35, 55, 22, 62, 2, 34, 23, 89, 76]]"
2822,20718,"[[27], [27, 37, 32, 21, 8, 23, 72, 52, 39, 30]]"
2823,6331,"[[36], [36, 49, 31, 27, 28, 25, 52, 30, 5, 9]]"
2824,9331,"[[68], [68, 62, 32, 84, 61, 71, 20, 23, 99, 8]]"
2825,12344,"[[63], [63, 16, 12, 47, 13, 25, 56, 21]]"
2826,20836,"[[70], [70, 39, 19, 21, 27, 12, 51, 36, 53, 46]]"
2827,16823,"[[32], [32, 61, 36, 63, 82, 96, 97, 18, 21, 15]]"
2828,17639,"[[14], [14, 35, 56, 83, 68, 72, 34, 22, 7, 61]]"
2829,772,"[[3], [3, 22, 46, 38, 11, 29, 27, 31, 26, 35]]"
2830,10066,"[[68], [68, 89, 78, 35, 98, 96, 82, 88, 40, 83]]"
2831,15645,"[[44], [44, 64, 5, 50, 24, 13, 11, 40, 30, 66]]"
2832,6129,"[[27], [27, 65, 21, 53, 6, 62, 25, 81, 23, 39]]"
2833,18459,"[[47], [47, 27, 29, 56, 46, 70, 55, 9, 1, 67]]"
2834,24493,"[[62], [62, 69, 53, 47, 26, 22, 31, 12, 29, 14]]"
2835,1584,"[[49], [49, 68, 61, 42, 31, 12, 11, 1, 55, 51]]"
2836,14587,"[[89], [89, 19, 31, 81, 72, 98, 6, 14, 28, 48]]"
2837,2245,"[[60], [60, 9, 62, 97, 38, 92, 55, 82, 49, 87]]"
2838,23002,"[[97], [97, 94, 86, 15, 89, 8, 36, 71, 62, 72]]"
2839,18729,"[[29], [29, 50, 12, 54, 40, 49, 48, 38, 1, 23]]"
2840,12407,"[[81], [81, 65, 68, 42, 69, 28, 31, 35, 51, 48]]"
2841,2997,"[[32], [32, 42, 11, 5, 10, 7, 16]]"
2842,18227,"[[5], [5, 49, 91, 54, 13, 40, 56, 45, 65, 39]]"
2843,5181,"[[48], [48, 28, 77, 99, 100, 21, 98, 84, 85, 20]]"
2844,5960,"[[61], [61, 76, 39, 11, 68, 62, 42, 25, 14, 28]]"
2845,18266,"[[65], [65, 32, 14, 54, 52, 66, 3, 46, 2, 19]]"
2846,16709,"[[36], [36, 68, 56, 28, 11, 79, 51, 15, 55, 23]]"
2847,10074,"[[68], [68, 62, 56, 53, 6, 19]]"
2848,15002,"[[54], [54, 11, 10, 49, 25, 1, 45, 40, 61, 47]]"
2849,4074,"[[42], [42, 28, 39, 48, 31, 46, 35, 63, 52, 70]]"
2850,22137,"[[49], [49, 50, 29, 36, 27, 12, 46, 42, 1, 70]]"
2851,7991,"[[78], [78, 28, 62, 96, 35, 95, 27, 20, 31, 5]]"
2852,22938,"[[49], [49, 56, 21, 13, 15, 16]]"
2853,258,"[[61], [61, 49, 31, 6, 91, 88, 14, 78, 29, 46]]"
2854,22654,"[[53], [53, 35, 17, 95, 19, 31, 1, 34, 56, 48]]"
2855,18275,"[[35], [35, 61, 66, 12, 14, 26, 1, 3, 22, 52]]"
2856,23739,"[[34], [34, 42, 53, 55, 39, 6, 66, 35, 50, 10]]"
2857,9688,"[[14], [14, 21, 12, 50, 6, 66, 27, 54, 62, 52]]"
2858,15354,"[[36], [36, 53, 69, 35, 49, 89, 55, 8, 91, 5]]"
2859,16264,"[[53], [53, 35, 21, 22, 9, 61, 23, 46, 55, 31]]"
2860,22143,"[[27], [27, 8, 2, 7, 9, 40, 37, 28]]"
2861,6582,"[[47], [47, 56, 88, 27, 46, 26, 31, 40, 22, 11]]"
2862,21445,"[[36], [36, 32, 61, 46, 14, 22, 63, 16]]"
2863,21401,"[[50], [50, 15, 32, 17, 10, 3, 64, 18, 37, 22]]"
2864,15095,"[[89], [89, 6, 88, 27, 100, 95, 36, 54, 47, 70]]"
2865,14482,"[[68], [68, 28, 71, 66, 94, 87, 86, 76, 96, 83]]"
2866,5937,"[[68], [68, 66, 78, 73, 80, 35, 12, 97, 56, 20]]"
2867,10267,"[[50], [50, 54, 66, 49, 56, 85, 39, 28, 52, 19]]"
2868,13923,"[[21], [21, 65, 62, 25, 66, 50, 70, 31, 27, 40]]"
2869,22302,"[[62], [62, 82, 32, 49, 27, 68, 89, 84, 72, 65]]"
2870,12841,"[[83], [83, 72, 26, 42, 73, 45, 76, 35, 93, 30]]"
2871,14267,"[[68], [68, 36, 69, 45, 31, 35, 20, 63, 64, 86]]"
2872,7720,"[[50], [50, 32, 26, 53, 45, 89, 40, 7, 60, 64]]"
2873,19901,"[[42], [42, 14, 6, 50, 28, 62, 61, 66, 81, 29]]"
2874,16084,"[[89], [89, 86, 63, 10, 25, 87, 42, 8, 11, 12]]"
2875,13122,"[[49], [49, 65, 21, 80, 83, 2, 38, 87, 70, 63]]"
2876,11079,"[[18], [18, 20, 28, 47, 6, 45, 70, 41, 22]]"
2877,21262,"[[62], [62, 21, 31, 6, 25, 84, 52, 20, 15]]"
2878,21420,"[[66], [66, 50, 28, 27, 21, 39, 7, 8, 37, 15]]"
2879,3588,"[[50], [50, 27, 49, 62, 61, 6, 38, 3, 28, 23]]"
2880,12606,"[[35], [35, 48, 66, 29, 47, 39, 26, 45, 34, 100]]"
2881,9490,"[[42], [42, 50, 65, 27, 54, 69, 39, 51, 38, 67]]"
2882,23168,"[[50], [50, 62, 61, 65, 28, 47, 39, 34, 63, 38]]"
2883,235,"[[21], [21, 51, 34, 12, 22, 25, 69, 6, 17, 20]]"
2884,21616,"[[36], [36, 29, 31, 56, 54, 45, 17, 12, 100, 81]]"
2885,8004,"[[72], [72, 21, 39, 61, 100, 81, 65, 52, 31, 26]]"
2886,2729,"[[89], [89, 72, 68, 49, 54, 53, 47, 56, 92, 12]]"
2887,11424,"[[10], [10, 61, 80, 68, 29, 47, 26, 1, 25, 57]]"
2888,10837,"[[49], [49, 56, 14, 25, 93, 82, 95, 88, 11, 70]]"
2889,11171,"[[89], [89, 32, 72, 68, 66, 76, 88, 83, 31, 65]]"
2890,12351,"[[14], [14, 26, 34, 53, 50, 61, 28, 48, 10, 5]]"
2891,17401,"[[89], [89, 28, 61, 66, 54, 82, 47, 77, 64, 69]]"
2892,8936,"[[100], [100, 98, 97, 27, 93, 54, 48, 39, 35, 79]]"
2893,6222,"[[11], [11, 6, 54, 12, 33, 66, 43, 47, 23, 95]]"
2894,5497,"[[50], [50, 1, 11, 100, 35, 86, 25, 17, 46, 42]]"
2895,20332,"[[67], [67, 10, 22, 36, 44, 27, 49, 57, 42, 8]]"
2896,130,"[[47], [47, 54, 66, 63, 92, 43, 49, 37, 56, 52]]"
2897,17291,"[[88], [88, 78, 91, 90, 61, 69, 11, 99, 31, 38]]"
2898,15336,"[[55], [55, 69, 49, 31, 46, 56, 7, 12, 79, 39]]"
2899,4049,"[[5], [5, 7, 53, 42, 69, 66, 48, 13, 15, 43]]"
2900,16295,"[[50], [50, 32, 65, 55, 62, 89, 11, 14, 41, 86]]"
2901,9617,"[[68], [68, 63, 93, 35, 56, 45, 60, 86, 11, 53]]"
2902,8386,"[[42], [42, 50, 62, 68, 46, 92, 28, 55, 5, 71]]"
2903,13429,"[[43], [43, 68, 47, 62, 87, 36, 50, 34, 69, 63]]"
2904,8249,"[[22], [22, 39, 27, 6, 52, 45, 48, 70, 35, 85]]"
2905,6447,"[[14], [14, 23, 59, 2, 40, 52, 54, 73, 61, 100]]"
2906,5620,"[[50], [50, 62, 35, 65, 21, 83, 28, 39, 20, 75]]"
2907,3249,"[[50], [50, 29, 36, 53, 21, 42, 22, 38, 5]]"
2908,24576,"[[36], [36, 94, 90, 48, 86, 96, 71, 61, 83, 21]]"
2909,3641,"[[6], [6, 96, 49, 38, 39, 31, 93, 84, 23, 97]]"
2910,16865,"[[3], [3, 29, 65, 100, 32, 26, 52, 78, 70, 85]]"
2911,1751,"[[61], [61, 63, 31, 14, 25, 26, 10, 34, 44, 41]]"
2912,4778,"[[31], [31, 100, 98, 29, 54, 78, 77, 5, 97, 59]]"
2913,12389,"[[35], [35, 14, 38]]"
2914,15367,"[[32], [32, 54, 93, 27, 19, 82, 61, 42, 56, 7]]"
2915,20532,"[[27], [27, 62, 21, 10, 11, 25, 35, 55, 41, 9]]"
2916,8413,"[[78], [78, 19, 6, 36, 39, 69, 21, 56, 29, 41]]"
2917,2946,"[[50], [50, 42, 21, 65, 31, 26, 62, 36, 66, 39]]"
2918,5922,"[[27], [27, 49, 31, 68, 14, 29, 6, 28, 22, 55]]"
2919,3176,"[[18], [18, 49, 61, 65, 48, 2, 47, 34, 63, 44]]"
2920,6863,"[[36], [36, 66, 69, 65, 5, 52, 45, 99, 63, 25]]"
2921,14592,"[[35], [35, 66, 48, 96, 3, 94, 4, 33, 18, 15]]"
2922,23327,"[[8], [8, 38, 68, 19, 22, 30, 4, 85, 78, 11]]"
2923,8655,"[[36], [36, 31, 29, 35, 65, 49, 14, 52, 46, 25]]"
2924,21457,"[[38], [38, 94, 62, 95, 86, 11, 56, 53, 41, 19]]"
2925,11452,"[[21], [21, 42, 19, 20, 64, 17, 8, 16]]"
2926,16247,"[[88], [88, 54, 78, 82, 91, 47, 19, 69, 100, 73]]"
2927,10671,"[[34], [34, 36, 6, 69, 14, 49, 46, 54, 29, 3]]"
2928,3869,"[[29], [29, 40, 27, 41, 69, 5, 39, 28, 47, 52]]"
